"FID_WDPA_O,N,10,0","WDPAID,N,19,15","WDPA_PID,C,52","PA_DEF,C,20",NAME,"ORIG_NAME,C,254","DESIG,C,254","DESIG_ENG,C,254","DESIG_TYPE,C,20","IUCN_CAT,C,20","STATUS,C,100","STATUS_YR,N,9,0","GOV_TYPE,C,254","FID_WWW_ed,N,10,0","OBJECTID,N,10,0","NAME_1,C,254","COUNTRY,C,254","TYPE,C,50","Region,C,55","CONTINENT,C,13",sq_km
36,53,53,1,Parque Nacional Do Ja__,Parque Nacional Do Ja__,Parque,Park,National,II,Designated,1980,Federal or national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,23347
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lï‚…Amazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,2000,Not Reported,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,23347
36,53,53,1,Parque Nacional Do Ja__,Parque Nacional Do Ja__,Parque,Park,National,II,Designated,1980,Federal or national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,18
80788,351832,351832,1,Reserva Extrativista Do Rio Unini,Reserva Extrativista Do Rio Unini,Reserva Extrativista,Extractive Reserve,National,VI,Designated,2006,Federal or national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,18
36,53,53,1,Parque Nacional Do Ja__,Parque Nacional Do Ja__,Parque,Park,National,II,Designated,1980,Federal or national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,0
80926,352134,352134,1,Reserva De Desenvolvimento Sustent_’vel Aman_œ,Reserva De Desenvolvimento Sustent_’vel Aman_œ,Reserva de Desenvolvimento Sustent_’vel,Sustainable Development Reserve,National,VI,Designated,1998,Sub-national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,0
36,53,53,1,Parque Nacional Do Ja__,Parque Nacional Do Ja__,Parque,Park,National,II,Designated,1980,Federal or national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,2
80941,352149,352149,1,Parque Estadual Rio Negro Setor Norte,Parque Estadual Rio Negro Setor Norte,Parque,Park,National,II,Designated,1995,Sub-national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,2
93,129,129,1,El Tuparro,El Tuparro,Parque Nacional Natural,National Natural Park,National,II,Designated,1980,Federal or national ministry or agency,41,55,Eastern Savannas of Arauca and Vichada,Colombia,WCS areas of work,AAO,South America,5339
1471,3018,3018,1,El Tuparro Nature Reserve,El Tuparro Nature Reserve,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1979,Not Reported,41,55,Eastern Savannas of Arauca and Vichada,Colombia,WCS areas of work,AAO,South America,5339
93,129,129,1,El Tuparro,El Tuparro,Parque Nacional Natural,National Natural Park,National,II,Designated,1980,Federal or national ministry or agency,41,55,Eastern Savannas of Arauca and Vichada,Colombia,WCS areas of work,AAO,South America,0
3771,10781,10781,1,Sipapo,Sipapo,Reserva Forestal (RF),Forest Reserve (RF),National,VI,Designated,1963,Federal or national ministry or agency,41,55,Eastern Savannas of Arauca and Vichada,Colombia,WCS areas of work,AAO,South America,0
134,188,188,1,Sangay,Sangay,Parque Nacional,National Park,National,Not Reported,Designated,2004,Federal or national ministry or agency,39,53,Llanganates-Yasuni,Ecuador,WCS areas of work,AAO,South America,25
3357,9614,9614,1,Sangay National Park,Parc national Sangay,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,39,53,Llanganates-Yasuni,Ecuador,WCS areas of work,AAO,South America,25
172,242,242,1,Defensores del Chaco,Defensores del Chaco,Parque Nacional - Publico,National Park,National,II,Designated,1975,Not Reported,36,44,Paraguayan Chaco,Paraguay,WCS areas of work,Patagonia,South America,0
11825,61554,61554,1,Medanos del Chaco,M_¨danos del Chaco,Parque Nacional - Publico,National Park,National,II,Designated,2004,Not Reported,36,44,Paraguayan Chaco,Paraguay,WCS areas of work,Patagonia,South America,0
178,249,249,1,Pacaya - Samiria,Pacaya Samiria,Reserva Nacional,National Reserve,National,VI,Designated,1972,Federal or national ministry or agency,40,54,Mara__on Ucayali,Peru,WCS areas of work,AAO,South America,21472
13895,68138,68138,1,Pacaya Samiria,Pacaya Samiria,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1992,Not Reported,40,54,Mara__on Ucayali,Peru,WCS areas of work,AAO,South America,21472
1131,2037,2037,1,Parque Nacional Pil__n-Lajas,Parque Nacional Pil__n-Lajas,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1977,Not Reported,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,203
57974,303898,303898,1,Pil__n Lajas,Pil__n Lajas,Indigenous Territory,Indigenous Territory,National,Not Reported,Designated,1992,Federal or national ministry or agency,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,203
1181,2215,2215,1,Parque Nacional De Anavilhanas,Parque Nacional De Anavilhanas,Parque,Park,National,II,Designated,1981,Federal or national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,3244
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lï‚…Amazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,2000,Not Reported,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,3244
1181,2215,2215,1,Parque Nacional De Anavilhanas,Parque Nacional De Anavilhanas,Parque,Park,National,II,Designated,1981,Federal or national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,32
80936,352144,352144,1,_Ÿrea De Prote_¼_œo Ambiental Margem Esquerda Do Rio Negro-Setor Aturi_’-Apuauzinho,_Ÿrea De Prote_¼_œo Ambiental Margem Esquerda Do Rio Negro-Setor Aturi_’-Apuauzinho,_Ÿrea de Prote_¼_œo Ambiental,Environmental Protection Area,National,V,Designated,1995,Sub-national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,32
1181,2215,2215,1,Parque Nacional De Anavilhanas,Parque Nacional De Anavilhanas,Parque,Park,National,II,Designated,1981,Federal or national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,2
80939,352147,352147,1,_Ÿrea De Prote_¼_œo Ambiental Margem Direita Do Rio Negro- Setor Paduari-Solim_çes,_Ÿrea De Prote_¼_œo Ambiental Margem Direita Do Rio Negro- Setor Paduari-Solim_çes,_Ÿrea de Prote_¼_œo Ambiental,Environmental Protection Area,National,V,Designated,1995,Sub-national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,2
1465,3009,3009,1,Isla de la Corota,Isla de la Corota,Santuario de Fauna y Flora,Fauna and Flora Sanctuary,National,IV,Designated,1977,Federal or national ministry or agency,45,59,Andean-Amazon piedmont of Putumayo,Colombia,WCS areas of work,AAO,South America,0
17152,100747,100747,1,Laguna La Cocha Cerro Patascoy,Laguna La Cocha Cerro Patascoy,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1971,Federal or national ministry or agency,45,59,Andean-Amazon piedmont of Putumayo,Colombia,WCS areas of work,AAO,South America,0
3222,9308,9308,1,Estaci__n Biol__gica del Beni,Estaci__n Biol__gica del Beni,Reserva de la Bi__sfera,Biosphere Reserve,National,Not Reported,Designated,1982,Federal or national ministry or agency,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,73
4536,12472,12472,1,Estaci__n Biol__gica Beni,Estaci__n Biol__gica Beni,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1986,Not Reported,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,73
4536,12472,12472,1,Estaci__n Biol__gica Beni,Estaci__n Biol__gica Beni,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1986,Not Reported,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,0
75672,342465,342465,1,Yacuma,Yacuma,Parque Regional,Regional Park,National,Not Reported,Designated,1987,Sub-national ministry or agency,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,0
6731,20003,20003,1,Limoncocha,Limoncocha,Reserva Biol__gica,Biological Reserve,National,Not Reported,Designated,1985,Federal or national ministry or agency,39,53,Llanganates-Yasuni,Ecuador,WCS areas of work,AAO,South America,25
40090,166741,166741,1,Reserva Biol__gica Limoncocha,Reserva Biol__gica Limoncocha,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1998,Not Reported,39,53,Llanganates-Yasuni,Ecuador,WCS areas of work,AAO,South America,25
9783,33922,33922,1,Waimiri-Atroari,Waimiri-Atroari,Terra Ind_Ágena,Indigenous Area,National,Not Reported,Designated,1999,Indigenous peoples,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,0
80936,352144,352144,1,_Ÿrea De Prote_¼_œo Ambiental Margem Esquerda Do Rio Negro-Setor Aturi_’-Apuauzinho,_Ÿrea De Prote_¼_œo Ambiental Margem Esquerda Do Rio Negro-Setor Aturi_’-Apuauzinho,_Ÿrea de Prote_¼_œo Ambiental,Environmental Protection Area,National,V,Designated,1995,Sub-national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,0
13518,67692,67692,1,_Ÿrea De Relevante Interesse Ecol__gica Projeto Din_—mica Biol__gica De Fragmentos Florestais,_Ÿrea De Relevante Interesse Ecol__gica Projeto Din_—mica Biol__gica De Fragmentos Florestais,_Ÿrea de Relevante Interesse Ecol__gico,Area of Relevant Ecological Interest,National,IV,Designated,1985,Federal or national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,1
80936,352144,352144,1,_Ÿrea De Prote_¼_œo Ambiental Margem Esquerda Do Rio Negro-Setor Aturi_’-Apuauzinho,_Ÿrea De Prote_¼_œo Ambiental Margem Esquerda Do Rio Negro-Setor Aturi_’-Apuauzinho,_Ÿrea de Prote_¼_œo Ambiental,Environmental Protection Area,National,V,Designated,1995,Sub-national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,1
16963,95320,95320,1,Mamirau_’,Mamirau_’,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1993,Not Reported,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,0
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lï‚…Amazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,2000,Not Reported,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,0
16963,95320,95320,1,Mamirau_’,Mamirau_’,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1993,Not Reported,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,7
80926,352134,352134,1,Reserva De Desenvolvimento Sustent_’vel Aman_œ,Reserva De Desenvolvimento Sustent_’vel Aman_œ,Reserva de Desenvolvimento Sustent_’vel,Sustainable Development Reserve,National,VI,Designated,1998,Sub-national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,7
17056,98183,98183,1,Madidi,Madidi,Parque Nacional,National Park,National,Not Reported,Designated,1995,Federal or national ministry or agency,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,63
20757,127825,127825,1,Bahuaja - Sonene,Bahuaja Sonene,Parque Nacional,National Park,National,II,Designated,1996,Government-delegated management,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,63
17056,98183,98183,1,Madidi,Madidi,Parque Nacional,National Park,National,Not Reported,Designated,1995,Federal or national ministry or agency,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,2
57969,303893,303893,1,Apolobamba,Apolobamba,Area Natural de Manejo Integado Nacional,National Natural Integrated Management Area,National,Not Reported,Designated,1972,Federal or national ministry or agency,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,2
17056,98183,98183,1,Madidi,Madidi,Parque Nacional,National Park,National,Not Reported,Designated,1995,Federal or national ministry or agency,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,0
57970,303894,303894,1,Madidi,Madidi,_Ÿrea Natural de Manejo Integrado,Natural Integrated Management Area,National,Not Reported,Designated,1995,Federal or national ministry or agency,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,0
27106,145547,145547,1,Lago Titicaca (Peruvian sector),Lago Titicaca (Peruvian sector),"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1997,Not Reported,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,0
57969,303893,303893,1,Apolobamba,Apolobamba,Area Natural de Manejo Integado Nacional,National Natural Integrated Management Area,National,Not Reported,Designated,1972,Federal or national ministry or agency,38,52,Madidi Tambopata,"Bolivia, Peru",WCS areas of work,AAO,South America,0
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lï‚…Amazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,2000,Not Reported,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,481
80788,351832,351832,1,Reserva Extrativista Do Rio Unini,Reserva Extrativista Do Rio Unini,Reserva Extrativista,Extractive Reserve,National,VI,Designated,2006,Federal or national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,481
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lï‚…Amazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,2000,Not Reported,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,21287
80926,352134,352134,1,Reserva De Desenvolvimento Sustent_’vel Aman_œ,Reserva De Desenvolvimento Sustent_’vel Aman_œ,Reserva de Desenvolvimento Sustent_’vel,Sustainable Development Reserve,National,VI,Designated,1998,Sub-national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,21287
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lï‚…Amazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,2000,Not Reported,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,56
80936,352144,352144,1,_Ÿrea De Prote_¼_œo Ambiental Margem Esquerda Do Rio Negro-Setor Aturi_’-Apuauzinho,_Ÿrea De Prote_¼_œo Ambiental Margem Esquerda Do Rio Negro-Setor Aturi_’-Apuauzinho,_Ÿrea de Prote_¼_œo Ambiental,Environmental Protection Area,National,V,Designated,1995,Sub-national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,56
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lï‚…Amazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,2000,Not Reported,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,20
80939,352147,352147,1,_Ÿrea De Prote_¼_œo Ambiental Margem Direita Do Rio Negro- Setor Paduari-Solim_çes,_Ÿrea De Prote_¼_œo Ambiental Margem Direita Do Rio Negro- Setor Paduari-Solim_çes,_Ÿrea de Prote_¼_œo Ambiental,Environmental Protection Area,National,V,Designated,1995,Sub-national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,20
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lï‚…Amazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,2000,Not Reported,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,10
80941,352149,352149,1,Parque Estadual Rio Negro Setor Norte,Parque Estadual Rio Negro Setor Norte,Parque,Park,National,II,Designated,1995,Sub-national ministry or agency,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,10
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lï‚…Amazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,2000,Not Reported,46,61,Lower R_Áo Negro,Brazil,WCS areas of work,AAO,South America,0
