FID_Global,OBJECTID,SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,ADDEDBY,ADDEDDATE,CHANGEBY,CHANGEDATE,TRIGGERS,FID_strong,OBJECTID_1,SCAPENAME,PROGRAM,COUNTRY_1,Name,Reason,sq_km
15989,0,24792,South America,Chile,CHL,Desembocadura del R├¡o San Juan,Desembocadura del R├¡o San Juan,,-53.6388344914,-71.0772222349,confirmed,,,24372,little/none,0,Extracted from Protected Area GIS layers provided by Partner in January 2013,,3. draft polygon,"Gill Bunting, BirdLife International",,01/21/13,,,endemic,116,0,,,,,,244
15991,0,27425,South America,Chile,CHL,Parque Nacional Laguna San Rafael,Laguna San Rafael National Park,,-46.9416412483,-73.8979024862,confirmed,,,1693531,most,2,WDPA - March 2020,Faltan coordenadas centrales,3. draft polygon,BirdLife International,,07/08/10,,04/17/20,"endemic, other",116,0,,,,,,16852
15992,0,26917,South America,Chile,CHL,Parque Nacional Alerce Andino,Parque Nacional Alerce Andino,CL073,-41.5820548322,-72.5235895376,confirmed,,,39001,whole,2,WDPA - March 2020,Coordenadas fuera lugar,3. draft polygon,BirdLife International,,07/08/10,,04/17/20,endemic,116,0,,,,,,314
15994,0,24762,South America,Chile,CHL,Parque Nacional Puyehue,Parque Nacional Puyehue,CL071,-40.6456225484,-72.0844063338,confirmed,,,115303,whole,2,WDPA - March 2020,,3. draft polygon,BirdLife International,,07/08/10,,,endemic,116,0,,,,,,1141
15995,0,24757,South America,Chile,CHL,Parque Nacional Villarica,Parque Nacional Villarica,CL067,-39.4895585901,-71.7557313151,confirmed,,,57717,whole,2,WDPA - March 2020,,3. draft polygon,BirdLife International,,07/08/10,,04/17/20,endemic,116,0,,,,,,497
15996,0,24756,South America,Chile,CHL,Parque Nacional Huerquehue,Parque Nacional Huerquehue,CL066,-39.1364188085,-71.6675378122,confirmed,,,11954,whole,2,WDPA - March 2020,,3. draft polygon,BirdLife International,,07/08/10,,04/17/20,endemic,116,0,,,,,,120
15998,0,24753,South America,Chile,CHL,Parque Nacional Conguillio,Parque Nacional Conguillio,CL065,-38.6711025179,-71.6741241121,confirmed,,,58629,whole,2,WDPA - March 2020,,3. draft polygon,BirdLife International,,07/08/10,,04/20/20,endemic,116,0,,,,,,499
9525,0,24763,South America,Chile,CHL,Parque Nacional Vicente P├®rez Rosales,Parque Nacional Vicente P├®rez Rosales,CL072,-41.1050744695,-72.1390393035,confirmed,,,250093,whole,2,WDPA - 2010,,3. draft polygon,BirdLife International,,07/08/10,,,endemic,116,0,,,,,,19
14125,0,19409,South America,Argentina,ARG,Parque y Reserva Nacional Nahuel Huapi,Nahuel Huapi National Park and Reserve,AR231,-40.9650882231,-71.5344519697,confirmed,confirmed,confirmed,742875,whole,7,"Bidau, C., Lessa, E. & Ojeda, R. 2008. Ctenomys sociabilis. The IUCN Red List of Threatened Species 2008: e.T5826A11745504. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T5826A11745504.en. Downloaded on 27 December 2016.",No change from existing AZE,3. draft polygon,AZE (2018),,10/09/09,,,"CR/EN, VU, endemic, other",116,0,,,,,,19
9525,0,24763,South America,Chile,CHL,Parque Nacional Vicente P├®rez Rosales,Parque Nacional Vicente P├®rez Rosales,CL072,-41.1050744695,-72.1390393035,confirmed,,,250093,whole,2,WDPA - 2010,,3. draft polygon,BirdLife International,,07/08/10,,,endemic,116,0,,,,,,0
15994,0,24762,South America,Chile,CHL,Parque Nacional Puyehue,Parque Nacional Puyehue,CL071,-40.6456225484,-72.0844063338,confirmed,,,115303,whole,2,WDPA - March 2020,,3. draft polygon,BirdLife International,,07/08/10,,,endemic,116,0,,,,,,0
9539,0,27322,South America,Chile,CHL,Humedales del R├¡o Baker,Baker River Wetlands,,-47.3232280052,-72.8460266703,confirmed,,,22542,little/none,0,Google Earth - Coyhaique 2009,,3. draft polygon,BirdLife International,,07/07/10,,,"VU, migratory birds/congregations",116,0,,,,,,2
15991,0,27425,South America,Chile,CHL,Parque Nacional Laguna San Rafael,Laguna San Rafael National Park,,-46.9416412483,-73.8979024862,confirmed,,,1693531,most,2,WDPA - March 2020,Faltan coordenadas centrales,3. draft polygon,BirdLife International,,07/08/10,,04/17/20,"endemic, other",116,0,,,,,,2
9577,0,24779,South America,Chile,CHL,Parque Pumalin,Parque Pumalin,CL090,-42.6476801247,-72.3728159138,confirmed,,,218146,whole,3,Extracted from Protected Area GIS layers provided by Partner in January 2013,,3. draft polygon,"Gill Bunting, BirdLife International",,01/21/13,,,endemic,116,0,,,,,,10
9757,0,19486,South America,Argentina,ARG,Parque Nacional Los Alerces y Laguna Terrapl├®n,Parque Nacional Los Alerces y Laguna Terrapl├®n,AR238,-42.8490952656,-71.8382325766,confirmed,,,258597,whole,4,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,,10/09/09,,,"VU, endemic, other",116,0,,,,,,10
9582,0,24730,South America,Chile,CHL,Santuario de la Naturaleza Yerba Loca,Santuario de la Naturaleza Yerba Loca,CL039,-33.3553203631,-70.2960768427,confirmed,,,43874,whole,1,Extracted from Protected Area GIS layers provided by Partner in January 2013,,3. draft polygon,"Gill Bunting, BirdLife International",,01/22/13,,,"VU, endemic",116,0,,,,,,26
14770,0,29793,South America,Chile,CHL,Farellones 2,Farellones 2,,-33.2490399731,-70.2144791332,,confirmed,de-listed,5168,most,1,Created by AZE process from various sources,range map,3. draft polygon,CI,,07/18/13,,03/11/19,"VU, endemic",116,0,,,,,,26
9690,0,19410,South America,Argentina,ARG,Extensi├│n L├¡mite Este y Sur del Parque Nacional Nahuel Huapi,Extensi├│n L├¡mite Este y Sur del Parque Nacional Nahuel Huapi,AR233,-41.5994753238,-71.188072031,confirmed,,,620744,most,4,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,,10/09/09,,,"VU, endemic, other",116,0,,,,,,0
14125,0,19409,South America,Argentina,ARG,Parque y Reserva Nacional Nahuel Huapi,Nahuel Huapi National Park and Reserve,AR231,-40.9650882231,-71.5344519697,confirmed,confirmed,confirmed,742875,whole,7,"Bidau, C., Lessa, E. & Ojeda, R. 2008. Ctenomys sociabilis. The IUCN Red List of Threatened Species 2008: e.T5826A11745504. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T5826A11745504.en. Downloaded on 27 December 2016.",No change from existing AZE,3. draft polygon,AZE (2018),,10/09/09,,,"CR/EN, VU, endemic, other",116,0,,,,,,0
9753,0,19480,South America,Argentina,ARG,Punta Le├│n,Punta Le├│n,AR239,-43.0650559012,-64.4796275012,confirmed,,,837,whole,2,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,,10/09/09,,,migratory birds/congregations,116,0,,,,,,8
15766,0,19479,South America,Argentina,ARG,Sistema Pen├¡nsula de Vald├®s,Sistema Pen├¡nsula de Vald├®s,AR237,-42.6251679827,-64.3965352778,confirmed,,,1948207,whole,11,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,,10/09/09,,10/29/20,"CR/EN, VU, migratory birds/congregations, other",116,0,,,,,,8
9807,0,19540,South America,Argentina,ARG,Parque Nacional Lan├¡n,Parque Nacional Lan├¡n,AR228,-39.8719822933,-71.4395012791,confirmed,,,417655,whole,4,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,,10/09/09,,,"VU, endemic, other",116,0,,,,,,0
14125,0,19409,South America,Argentina,ARG,Parque y Reserva Nacional Nahuel Huapi,Nahuel Huapi National Park and Reserve,AR231,-40.9650882231,-71.5344519697,confirmed,confirmed,confirmed,742875,whole,7,"Bidau, C., Lessa, E. & Ojeda, R. 2008. Ctenomys sociabilis. The IUCN Red List of Threatened Species 2008: e.T5826A11745504. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T5826A11745504.en. Downloaded on 27 December 2016.",No change from existing AZE,3. draft polygon,AZE (2018),,10/09/09,,,"CR/EN, VU, endemic, other",116,0,,,,,,0
9807,0,19540,South America,Argentina,ARG,Parque Nacional Lan├¡n,Parque Nacional Lan├¡n,AR228,-39.8719822933,-71.4395012791,confirmed,,,417655,whole,4,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,,10/09/09,,,"VU, endemic, other",116,0,,,,,,18
15995,0,24757,South America,Chile,CHL,Parque Nacional Villarica,Parque Nacional Villarica,CL067,-39.4895585901,-71.7557313151,confirmed,,,57717,whole,2,WDPA - March 2020,,3. draft polygon,BirdLife International,,07/08/10,,04/17/20,endemic,116,0,,,,,,18
9822,0,19555,South America,Argentina,ARG,"Parque Nacional Los Glaciares y adyacencias (Estancias El Sosiego, La Soledad y Anita)","Parque Nacional Los Glaciares y adyacencias (Estancias El Sosiego, La Soledad y Anita)",AR254,-50.0080326654,-73.0947120463,confirmed,,,800859,whole,4,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,,10/09/09,,,"VU, endemic, migratory birds/congregations, other",116,0,,,,,,19
15511,0,24785,South America,Chile,CHL,Parque Nacional Torres del Paine,Parque Nacional Torres del Paine,CL096,-51.0329538946,-73.0902640514,confirmed,,,219973,whole,3,WDPA - March 2020,,3. draft polygon,BirdLife International,,07/08/10,,04/17/20,"VU, migratory birds/congregations",116,0,,,,,,19
14125,0,19409,South America,Argentina,ARG,Parque y Reserva Nacional Nahuel Huapi,Nahuel Huapi National Park and Reserve,AR231,-40.9650882231,-71.5344519697,confirmed,confirmed,confirmed,742875,whole,7,"Bidau, C., Lessa, E. & Ojeda, R. 2008. Ctenomys sociabilis. The IUCN Red List of Threatened Species 2008: e.T5826A11745504. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T5826A11745504.en. Downloaded on 27 December 2016.",No change from existing AZE,3. draft polygon,AZE (2018),,10/09/09,,,"CR/EN, VU, endemic, other",116,0,,,,,,12
15994,0,24762,South America,Chile,CHL,Parque Nacional Puyehue,Parque Nacional Puyehue,CL071,-40.6456225484,-72.0844063338,confirmed,,,115303,whole,2,WDPA - March 2020,,3. draft polygon,BirdLife International,,07/08/10,,,endemic,116,0,,,,,,12
15893,0,19576,South America,Argentina,ARG,Canal Beagle,Canal Beagle,AR266,-54.8473893229,-67.7140372379,confirmed,,,72419,little/none,2,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,,10/09/09,,02/26/21,"VU, endemic",116,0,,,,,,0
15894,0,19578,South America,Argentina,ARG,Parque Nacional Tierra del Fuego y Reserva Provincial Coraz├│n de la Isla,Parque Nacional Tierra del Fuego y Reserva Provincial Coraz├│n de la Isla,AR263,-54.555916984,-68.0944304979,confirmed,,,234882,some,4,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,,10/09/09,,02/26/21,"VU, other",116,0,,,,,,0
4130,0,22201,South America,Brazil,BRA,Alto Juru├í,Alto Juru├í,BR061,-9.1415593889,-72.4404159636,confirmed,,,537924,whole,3,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"VU, endemic, other",114,0,,,,,,5379
4131,0,22203,South America,Brazil,BRA,Parque Nacional da Serra do Divisor,Parque Nacional da Serra do Divisor,BR060,-8.1057496607,-73.3434508987,confirmed,,,837636,whole,2,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"VU, endemic, other",114,0,,,,,,8376
4132,0,22205,South America,Brazil,BRA,Tabocais,Tabocais,BR059,-8.9047569232,-69.5687350688,confirmed,,,7351018,some,10,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic, other",114,0,,,,,,71810
4135,0,22208,South America,Brazil,BRA,Alto Sucunduri,Alto Sucunduri,BR027,-7.8043216907,-59.2108972155,confirmed,,,4622360,most,24,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic",114,0,,,,,,771
4136,0,22209,South America,Brazil,BRA,Arquip├®lago de Anavilhanas,Arquip├®lago de Anavilhanas,BR024,-2.6430969047,-60.7895685781,confirmed,,,197810,whole,4,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic",114,0,,,,,,1978
4137,0,22210,South America,Brazil,BRA,Campos de Humait├í-L├íbrea,Campos de Humait├í-L├íbrea,BR028,-8.0911217964,-64.1462873072,confirmed,,,2724731,most,16,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,VU,114,0,,,,,,24310
4138,0,22212,South America,Brazil,BRA,Mamirau├í,Mamirau├í,BR023,-2.380386771,-65.8909322155,confirmed,,,1316365,whole,6,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, endemic",114,0,,,,,,13164
4139,0,22214,South America,Brazil,BRA,V├írzeas do M├®dio Rio Amazonas,V├írzeas do M├®dio Rio Amazonas,BR022,-2.84234692,-57.7507334395,confirmed,,,2875733,little/none,11,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic",114,0,,,,,,4554
4170,0,22250,South America,Brazil,BRA,Abun├ú,Abun├ú,BR087,-9.6299389421,-65.2022847202,confirmed,,,79026,little/none,0,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,endemic,114,0,,,,,,39
4175,0,22255,South America,Brazil,BRA,Campinas e V├írzeas do Rio Branco,Campinas e V├írzeas do Rio Branco,BR004,0.7217077053,-61.5013550677,confirmed,,,3859600,most,9,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",114,0,,,,,,12159
4186,0,22269,South America,Brazil,BRA,Parque Nacional do Ja├║,Parque Nacional do Ja├║,BR021,-2.2533071078,-62.6499674007,confirmed,,,2367833,whole,3,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"VU, endemic, other",114,0,,,,,,23678
4399,0,23877,South America,Brazil,BRA,Baixo Rio Javari,Baixo Rio Javari,BR026,-4.2421986437,-70.5996256951,confirmed,,,77157,little/none,0,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic, other",114,0,,,,,,772
4400,0,23878,South America,Brazil,BRA,├ürea de Relevante Interesse Ecol├│gico Projeto Din├ómica Biol├│gica de Fragmentos Florestais e Entorno,├ürea de Relevante Interesse Ecol├│gico Projeto Din├ómica Biol├│gica de Fragmentos Florestais e Entorno,BR025,-2.3872176828,-59.8947256949,confirmed,,,46201,some,4,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"VU, endemic, other",114,0,,,,,,143
9473,0,14946,South America,Venezuela,VEN,Parque Nacional Serran├¡a La Neblina,Parque Nacional Serran├¡a La Neblina,VE072,1.2691837749,-65.8311418709,confirmed,,,1376474,whole,5,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,,10/09/09,,,"VU, endemic, other",114,0,,,,,,13763
9492,0,14977,South America,Venezuela,VEN,Yavita-Pimichin,Yavita-Pimichin,VE070,2.7995948931,-67.3672433018,confirmed,,,134892,little/none,0,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,,10/09/09,,,"VU, endemic, other",114,0,,,,,,733
9589,0,24691,South America,Chile,CHL,Parque Nacional Salar de Huasco,Parque Nacional Salar de Huasco,CL013,-20.1829836028,-68.8441738322,confirmed,confirmed,,119781,whole,3,Extracted from Protected Area GIS layers provided by Partner in January 2013,Original polygon retained by CEPF Hotspot Profile Process,3. draft polygon,CEPF and BirdLife,,01/21/13,,02/05/16,"VU, migratory birds/congregations",25,38,,,Bolivia,Altiplano,,13
9592,0,24678,South America,Chile,CHL,Parque Nacional Lauca,Parque Nacional Lauca,CL002,-18.2444864355,-69.3541147463,confirmed,confirmed,,140873,whole,2,WDPA - 2010,Original polygon retained by CEPF Hotspot Profile Process,3. draft polygon,CEPF and BirdLife,,07/08/10,,02/05/16,"VU, endemic, migratory birds/congregations, other",25,38,,,Bolivia,Altiplano,,4
9593,0,24690,South America,Chile,CHL,Parque Nacional Volc├ín Isluga,Parque Nacional Volc├ín Isluga,,-19.308770226,-69.0416691401,confirmed,confirmed,,167717,whole,1,WDPA - 2010,Original polygon retained by CEPF Hotspot Profile Process,3. draft polygon,CEPF and BirdLife,,07/08/10,,02/05/16,VU,25,38,,,Bolivia,Altiplano,,17
9594,0,14348,South America,Bolivia,BOL,Yungas Superiores de Madidi,Yungas Superiores de Madidi,BO016,-14.3548329048,-68.6436123187,confirmed,confirmed,,260020,whole,2,Original boundary from IBA Directory Process adopted by CEPF Tropical Andes Hotspot Profile in 2015,Received from NatureServe as part of the CEPF Tropical Andes Hotspot Profile in 2015,3. draft polygon,BirdLife / CEPF,,10/09/09,,,"VU, endemic, other",114,0,,,,,,2600
9597,0,14354,South America,Bolivia,BOL,"Bajo R├¡o Beni, Regi├│n Tacana","Bajo R├¡o Beni, Regi├│n Tacana",BO003,-13.4676434094,-67.1324761339,confirmed,,,483497,little/none,1,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,CR/EN,114,0,,,,,,4835
9598,0,14355,South America,Bolivia,BOL,Lagunas de Agua Dulce del Sureste de Potos├¡,Lagunas de Agua Dulce del Sureste de Potos├¡,BO005,-22.4113462575,-67.0950540663,confirmed,confirmed,,345078,most,2,Original boundary from IBA Directory Process adopted by CEPF Tropical Andes Hotspot Profile in 2015,Received from NatureServe as part of the CEPF Tropical Andes Hotspot Profile in 2015,3. draft polygon,BirdLife / CEPF,,10/09/09,,,VU,25,38,,,Bolivia,Altiplano,,3357
9599,0,14356,South America,Bolivia,BOL,Lagunas Salinas del Suroeste de Potos├¡,Lagunas Salinas del Suroeste de Potos├¡,BO006,-22.1184651132,-67.7788472711,confirmed,confirmed,,679274,most,2,Original boundary from IBA Directory Process adopted by CEPF Tropical Andes Hotspot Profile in 2015,Received from NatureServe as part of the CEPF Tropical Andes Hotspot Profile in 2015,3. draft polygon,BirdLife / CEPF,,10/09/09,,,"VU, migratory birds/congregations",25,38,,,Bolivia,Altiplano,,6329
9600,0,14358,South America,Bolivia,BOL,Parque Nacional Sajama,Parque Nacional Sajama,BO019,-18.1633953548,-68.9505824717,confirmed,,,107006,whole,1,Original boundary from IBA Directory Process adopted by CEPF Tropical Andes Hotspot Profile in 2015,Received from NatureServe as part of the CEPF Tropical Andes Hotspot Profile in 2015,3. draft polygon,BirdLife / CEPF,,10/09/09,,,VU,25,38,,,Bolivia,Altiplano,,992
