FID_Global,OBJECTID,SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,TRIGGERS,FID_WWW_ed,OBJECTID_1,NAME,at_risk,Map_number,COUNTRY_1,TYPE,CONTINENT,sq_km
10024,0,14445,South America,Colombia,COL,Parque Nacional Natural Tatam├í,Parque Nacional Natural Tatam├í,CO026,5.0937480635,-76.1439697634,confirmed,confirmed,,51517,whole,3,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"VU, endemic, other",44,58,Andes-Choco,,,Colombia,WCS areas of work,South America,515
10030,0,14455,South America,Colombia,COL,Lagunas Bombona y Vancouver,Lagunas Bombona y Vancouver,CO058,4.6442743605,-75.2234009649,confirmed,confirmed,,6386,some,3,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"VU, endemic",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,64
10031,0,14457,South America,Colombia,COL,Reservas Comunitarias de Roncesvalles,Reservas Comunitarias de Roncesvalles,CO059,4.0124591892,-75.6650032677,confirmed,confirmed,de-listed,36535,some,3,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"CR/EN, VU, endemic, other",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,365
10032,0,14461,South America,Colombia,COL,Alto Quind├¡o,Alto Quind├¡o,CO053,4.623333277,-75.4616668395,confirmed,confirmed,,4005,whole,2,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"VU, endemic, other",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,39
10033,0,14464,South America,Colombia,COL,Bosques del Oriente de Risaralda,Bosques del Oriente de Risaralda,CO047,4.7756877616,-75.5238981934,confirmed,confirmed,,24071,whole,8,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"CR/EN, VU, endemic, other",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,163
10036,0,14475,South America,Colombia,COL,Reserva Natural Ibanasca,Reserva Natural Ibanasca,CO052,4.6127456436,-75.319213438,confirmed,confirmed,,2092,whole,4,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"CR/EN, VU, endemic, other",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,21
10037,0,14477,South America,Colombia,COL,Finca la Betulia Reserva la Patasola,Finca la Betulia Reserva la Patasola,CO051,4.6768069216,-75.5350000012,confirmed,confirmed,,1294,whole,3,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"CR/EN, endemic",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,13
10041,0,14487,South America,Colombia,COL,Reserva Forestal Yotoco,Reserva Forestal Yotoco,CO028,3.8677472103,-76.4275739028,confirmed,confirmed,,450,whole,2,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"CR/EN, VU, endemic",44,58,Andes-Choco,,,Colombia,WCS areas of work,South America,5
10043,0,14491,South America,Colombia,COL,La Victoria (Caldas),La Victoria (Caldas),CO043,5.3573021063,-74.939344997,confirmed,confirmed,,663,whole,2,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"CR/EN, VU, endemic",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,7
10045,0,14493,South America,Colombia,COL,Cuenca del R├¡o Toche,Cuenca del R├¡o Toche,CO055,4.5582849806,-75.4227948229,confirmed,confirmed,,21419,little/none,3,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"CR/EN, VU, endemic, other",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,213
10048,0,19079,South America,Colombia,COL,Laguna de la Cocha,Laguna de la Cocha,CO166,1.1265336193,-77.0645354244,confirmed,confirmed,,58454,most,9,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,other,45,59,Andean-Amazon piedmont of Putumayo,,,Colombia,WCS areas of work,South America,522
10050,0,19092,South America,Colombia,COL,Parque Natural Regional P├íramo del Duende,Parque Natural Regional P├íramo del Duende,CO128,4.1194045696,-76.4963815858,confirmed,confirmed,,28328,whole,2,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"CR/EN, VU, endemic",44,58,Andes-Choco,,,Colombia,WCS areas of work,South America,283
10051,0,19096,South America,Colombia,COL,Reserva El Oso,Reserva El Oso,CO165,1.8234890167,-76.4347969194,confirmed,confirmed,,4569,whole,8,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,VU,43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,46
10052,0,19103,South America,Colombia,COL,Serran├¡a de las Minas,Serran├¡a de las Minas,CO141,2.1495887706,-76.0692420737,confirmed,confirmed,,100010,some,9,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"CR/EN, VU, endemic",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,663
10053,0,19116,South America,Colombia,COL,Cuenca del R├¡o Hereje,Cuenca del R├¡o Hereje,CO049,3.295170187,-75.9930894209,confirmed,confirmed,,7378,some,1,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,other,43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,74
10054,0,19130,South America,Colombia,COL,Bosque de San Antonio/Km 18,Bosque de San Antonio/Km 18,CO100,3.5572431523,-76.5809985585,confirmed,confirmed,,5332,some,7,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"CR/EN, VU",44,58,Andes-Choco,,,Colombia,WCS areas of work,South America,53
10057,0,23446,South America,Colombia,COL,P├íramos del Sur de Antioquia,P├íramos del Sur de Antioquia,CO086,5.6217536774,-75.2658398297,confirmed,confirmed,,12109,little/none,0,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,"CR/EN, VU, endemic",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,0
10058,0,21671,South America,Colombia,COL,Tatam├í - Paraguas,Tatam├í - Paraguas,,4.7717825663,-76.4013111987,,confirmed,,166308,little/none,0,"R. Smyth, NatureServe as part of the 2015 CEPF Hotspot Profile","Delineated using spatial layers representing biodiversity value, land cover, and adjacent KBAs",-,"R. Smyth, NatureServe","CR/EN, VU, endemic",44,58,Andes-Choco,,,Colombia,WCS areas of work,South America,1547
10065,0,14540,South America,Ecuador,ECU,Arajuno-Alto Napo,Arajuno-Alto Napo,EC094,-1.079678238,-77.6068833355,confirmed,,,5448,little/none,2,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,"endemic, other",39,53,Llanganates-Yasuni,,,Ecuador,WCS areas of work,South America,54
10067,0,14559,South America,Ecuador,ECU,Reserva de Producci├│n Faun├¡stica Cuyabeno,Reserva de Producci├│n Faun├¡stica Cuyabeno,EC091,-0.3158845607,-75.7883827563,confirmed,,,579230,whole,2,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,"endemic, other",39,53,Llanganates-Yasuni,,,Ecuador,WCS areas of work,South America,223
10081,0,14641,South America,Ecuador,ECU,Gran Yasun├¡,Gran Yasun├¡,EC093,-1.1048421491,-76.2262849736,confirmed,,,1632238,most,4,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,"endemic, other",39,53,Llanganates-Yasuni,,,Ecuador,WCS areas of work,South America,16319
10088,0,32047,South America,Ecuador,ECU,Manteles - El Triunfo - Sucre,Manteles - El Triunfo - Sucre,EC109,-1.3266637229,-78.4280854538,confirmed,,,7845,little/none,0,Boundary provided by Partner via regional office in October 2014,,4. refined polygon,BirdLife International,"VU, endemic",39,53,Llanganates-Yasuni,,,Ecuador,WCS areas of work,South America,76
10106,0,14567,South America,Ecuador,ECU,Parque Nacional Sangay,Parque Nacional Sangay,EC061,-2.1136005111,-78.3906857211,confirmed,confirmed,,517688,whole,2,IBA,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,"CR/EN, VU, endemic, other",39,53,Llanganates-Yasuni,,,Ecuador,WCS areas of work,South America,69
10121,0,14632,South America,Ecuador,ECU,Cordillera de Huacamayos-San Isidro-Sierra Azul,Cordillera de Huacamayos-San Isidro-Sierra Azul,EC051,-0.7989714193,-77.9379892574,confirmed,confirmed,,65239,most,5,IBA,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,"CR/EN, VU, endemic, other",39,53,Llanganates-Yasuni,,,Ecuador,WCS areas of work,South America,4
13812,0,25203,South America,Colombia,COL,Albania,Albania,,4.7874661182,-75.5207030721,,confirmed,confirmed,9618,whole,3,"Fernando Castro, Maria Isabel Herrera, John Lynch. 2004. Niceforonia adenobrachia. The IUCN Red List of Threatened Species 2004: e.T57198A11587721. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T57198A11587721.en. Downloaded on 24 February 2017.",No change from existing AZE,3. draft polygon,AZE (2018),CR/EN,43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,19
13814,0,26824,South America,Colombia,COL,Alto de Oso,Alto de Oso,,4.685887436,-76.5300701565,,confirmed,confirmed,304,little/none,0,"Fernando Castro, Maria Isabel Herrera, John Lynch. 2004. Pristimantis albericoi. The IUCN Red List of Threatened Species 2004: e.T56402A11469536. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T56402A11469536.en. Downloaded on 24 February 2017.",No change from existing AZE,3. draft polygon,AZE (2018),CR/EN,44,58,Andes-Choco,,,Colombia,WCS areas of work,South America,3
13849,0,26755,South America,Peru,PER,Between Balsa Puerto and Moyabamba,Between Balsa Puerto and Moyabamba,,-5.7663785274,-77.0396265061,,confirmed,confirmed,226274,little/none,1,"Rainer Schulte, Antonio Salas, Ariadne Angulo, Stefan L├Âtters. 2004. Atelopus seminiferus. The IUCN Red List of Threatened Species 2004: e.T54548A11165473. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T54548A11165473.en. Downloaded on 24 February 2017.",No change from existing AZE,3. draft polygon,AZE (2018),CR/EN,40,54,Mara├▒on Ucayali,,,Peru,WCS areas of work,South America,578
13907,0,29756,South America,Peru,PER,Cordillera Carabaya,Cordillera Carabaya,,-13.815954373,-70.0569061581,,confirmed,confirmed,26535,little/none,0,"Ariadne Angulo, Karl-Heinz Jungfer, Robert Reynolds, Javier Icochea, Stefan L├Âtters, Roberto Ib├í├▒ez, Juan Carlos Chaparro-Auza, C├®sar Aguilar Puntriano. 2004. Atelopus erythropus. The IUCN Red List of Threatened Species 2004: e.T54506A11153518. http:",No change from existing AZE,3. draft polygon,AZE (2018),CR/EN,38,52,Madidi Tambopata,,,"Bolivia, Peru",WCS areas of work,South America,265
13916,0,14919,South America,Peru,PER,Cuenca R├¡o Nanay,Cuenca R├¡o Nanay,PE107,-3.8003028694,-74.029591709,confirmed,confirmed,confirmed,369929,some,5,"Garc├¡a V├ísquez, A., S├ínchez Riveiro, H., Valverde, D., Garc├¡a D├ívila , C., Ortega Torres, H., Reyes Ram├¡rez, C., Reategui Ocampo, D., Perea Sicchar, C., Panduro, M., Moya V├ísquez , L., Moncada Gallardo, T., Chavez Mendoza, G. & Correa, E. 2016. Po",No change from existing AZE,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",40,54,Mara├▒on Ucayali,,,Peru,WCS areas of work,South America,457
13948,0,19135,South America,Colombia,COL,Enclave Seco del R├¡o Dagua,Enclave Seco del R├¡o Dagua,CO125,3.7319298206,-76.6704029709,confirmed,confirmed,confirmed,7549,most,9,"Taylor, N.P. 2013. Stenocereus humilis. The IUCN Red List of Threatened Species 2013: e.T152798A679708. http://dx.doi.org/10.2305/IUCN.UK.2013-1.RLTS.T152798A679708.en. Downloaded on 10 March 2017.",Based on existing KBA boundary,3. draft polygon,AZE (2018),"CR/EN, VU, endemic",44,58,Andes-Choco,,,Colombia,WCS areas of work,South America,75
14157,0,26528,South America,Colombia,COL,P├íramo de Sons├│n,P├íramo de Sons├│n,,5.7787461864,-75.3260711822,,confirmed,confirmed,62580,little/none,3,"Cumberlidge, N. 2008. Strengeriana antioquensis. The IUCN Red List of Threatened Species 2008: e.T134417A3953354. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T134417A3953354.en. Downloaded on 23 February 2017.; Wilmar Bol├¡var, Fernando Castro. 2010. Ate",Based on existing KBA,3. draft polygon,AZE (2018),"CR/EN, VU",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,21
14172,0,29760,South America,Peru,PER,Phara,Phara,,-14.0740635861,-69.3726373649,,confirmed,confirmed,13255,little/none,0,Edgar Lehr. 2008. Psychrophrynella boettgeri. The IUCN Red List of Threatened Species 2008: e.T136021A4231493. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T136021A4231493.en. Downloaded on 24 February 2017.,No change from existing AZE,3. draft polygon,AZE (2018),CR/EN,38,52,Madidi Tambopata,,,"Bolivia, Peru",WCS areas of work,South America,133
14191,0,14494,South America,Colombia,COL,Parque Nacional Natural Purac├®,Purac├® Natural National Park,CO063,2.1301038787,-76.4536996809,confirmed,confirmed,confirmed,75211,whole,2,"Jose Vicente Rueda, Maria Isabel Herrera, Fernando Castro, Andr├®s Acosta-Galvis, Enrique La Marca, Wilmar Bol├¡var, John Lynch. 2004. Atelopus eusebianus. The IUCN Red List of Threatened Species 2004: e.T54507A11153787. http://dx.doi.org/10.2305/IUCN.UK",No change from existing AZE,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,752
14245,0,29710,South America,Colombia,COL,Santo Domingo,Santo Domingo,,1.8535478259,-76.7848556405,,confirmed,confirmed,6861,little/none,0,"Mar├¡a Cristina Ardila-Robayo, Wilmar Bol├¡var, Jose Vicente Rueda, Andr├®s Acosta-Galvis, John Lynch. 2004. Atelopus angelito. The IUCN Red List of Threatened Species 2004: e.T54488A11140981. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T54488A11140981.e",No change from existing AZE,3. draft polygon,AZE (2018),CR/EN,43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,56
14251,0,14407,South America,Colombia,COL,Selva de Florencia,Selva de Florencia,CO042,5.4935454841,-75.1105412726,confirmed,confirmed,confirmed,25408,some,2,"John Lynch, Fernando Castro. 2004. Pristimantis actinolaimus. The IUCN Red List of Threatened Species 2004: e.T56392A11460986. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T56392A11460986.en. Downloaded on 24 February 2017.; Fernando Castro, Maria Isabel*",No change from existing AZE,3. draft polygon,AZE (2018),"CR/EN, VU",43,57,Western-Central Andes,,,Colombia,WCS areas of work,South America,230
14352,0,14388,South America,Bolivia,BOL,Yungas Superiores de Apolobamba,Yungas Superiores de Apolobamba,BO015,-15.0323954661,-68.8712013154,confirmed,confirmed,confirmed,470441,whole,2,"Claudia Cortez, Steffen Reichle, Ignacio De la Riva, J├Ârn K├Âhler. 2004. Hyloscirtus charazani. The IUCN Red List of Threatened Species 2004: e.T55443A11312311. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T55443A11312311.en. Downloaded on 24 February 20",No change from existing AZE,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, migratory birds/congregations, other",38,52,Madidi Tambopata,,,"Bolivia, Peru",WCS areas of work,South America,4593
14353,0,29720,South America,Ecuador,ECU,Yungilla,Yungilla,,-1.4074515422,-78.4250525722,,confirmed,confirmed,953,little/none,0,"John Lynch, Luis A. Coloma, Santiago Ron. 2004. Pristimantis pastazensis. The IUCN Red List of Threatened Species 2004: e.T56832A11542389. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T56832A11542389.en. Downloaded on 24 February 2017.",No change from existing AZE,3. draft polygon,AZE (2018),CR/EN,39,53,Llanganates-Yasuni,,,Ecuador,WCS areas of work,South America,10
